Country,Happiness Score,Year,EG.ELC.ACCS.ZS,SE.PRM.TENR,NY.ADJ.NNTY.KD.ZG,NY.ADJ.NNTY.PC.KD.ZG,NY.ADJ.AEDU.GN.ZS,NY.ADJ.ICTR.GN.ZS,SP.POP.DPND,SP.DYN.CBRT.IN,SP.DYN.CDRT.IN,SE.XPD.PRIM.ZS,SE.XPD.SECO.ZS,GC.XPN.TOTL.GD.ZS,SH.XPD.EHEX.CH.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD.ZG,NY.GDS.TOTL.ZS,SE.ADT.1524.LT.ZS,NV.IND.MANF.KD.ZG,SH.DYN.NMRT,SH.DYN.MORT,SP.POP.TOTL,SE.SEC.ENRL.TC.ZS,SE.PRM.ENRL.TC.ZS,EG.FEC.RNEW.ZS,AG.SRF.TOTL.K2,GC.TAX.TOTL.GD.ZS,NE.TRD.GNFS.ZS,SL.UEM.TOTL.NE.ZS,FP.WPI.TOTL
France,6.575,2015,100,98.98406,2.36131204060629,1.93511147229823,4.94569177179241,20.46027532,59.2447436227006,12,8.9,20.71524,43.40305,48.4046356676031,0,2.43820789625184E12,1.06746164702885,22.1458748780949,..,1.10648129656848,2.4,4.2,66593366,..,..,13.4992623166677,549086.9921875,23.1817040508872,61.7516939345861,10.3593997955322,..
Gabon,3.896,2015,90.3074722290039,..,8.14551699098807,5.09407287511092,3.06,..,67.4371256861697,30.089,7.818,..,..,..,0.82101428,1.4377324797637E10,3.8788993950789,47.3451918435789,..,-1.60468696499787,22.5,52.5,1930175,..,..,82.0078436860573,267670,..,73.9497814588281,..,..
Georgia,4.297,2015,99.9934997558594,99.61905,3.388265878344,3.66362673282615,1.76,19.77261155,49.9908401924286,13.795,13.252,..,..,25.6899929380987,2.54069075,1.39935467477492E10,2.88031881486216,13.9719102407417,..,-1.15910301718696,7.9,12.1,3717100,7.24706,9.01662,28.662538805976,69700,23.774107708442,107.008183481109,14.0799999237061,..
Germany,6.75,2015,100,99.81046,2.85777857154585,1.97117925690678,4.51119928971347,27.16876491,52.0596259289746,9,11.3,12.93305,41.85471,27.9091551262465,..,3.37561110074222E12,1.74320539365993,27.1423455390732,..,1.92393338321575,2.3,3.9,81686611,12.13371,12.22305,14.2062526977772,357408.984375,11.3681599395463,85.755786637754,4.62419986724854,..
Ghana,4.633,2015,75.7152786254883,90.11357,6.50605656838341,4.1110428881296,5.91160948250899,17.51294308,72.9583347232962,31.557,8.314,..,..,..,25.57237459,4.91818547982552E10,2.1782067443939,20.5181578251157,..,3.65958165560349,26,54.7,27582821,16.61254,31.25587,41.4127943140724,238540,..,75.5863939908231,6.80620002746582,..
Greece,4.857,2015,100,93.57662,0.456845637156491,1.12090218119508,3.1,9.982244504,52.6573038859537,8.5,11.2,..,..,52.0202877148314,1.58600261,1.95541761243144E11,-0.290902296942548,9.87053435723002,..,2.97639524528779,2.7,4.8,10820883,8.66634,9.64364999999999,17.170047546133,131960,24.9381804066096,63.3936164816987,24.8971004486084,..
Guatemala,6.123,2015,90.5062942504883,87.80667,7.79507797580885,5.61383065001502,2.91563324137977,13.80870789,68.7450422329077,25.634,4.861,49.91589,12.88531,11.8459190081832,2.07415368,6.37675971939175E10,4.14004435825474,4.63931794164329,..,3.45043698930868,13.8,29.6,16252429,..,20.40727,63.6509917919234,108890,10.2130896735463,51.3062636948269,2.50620007514954,..
Guinea,3.656,2015,30.9631519317627,..,0.814651882806231,-1.57010859298519,2.97669938197495,..,84.1794945104257,36.357,9.582,38.93171,21.85254,..,24.89136783,8.7942024095678E9,3.81494988965694,-5.28562050832527,..,9.98462370059723,25,91.7,12091533,..,..,76.2683913195384,245860,..,72.4427259419684,..,..
Haiti,4.518,2015,38.2211265563965,..,4.03986574815467,2.6936494215587,1.461652,30.07900649,62.2645371063449,24.546,8.655,..,..,..,48.87558316,8.72465612649849E9,1.21121834315667,1.86241278054215,..,4.47761194029854,29,75,10711061,..,..,76.0722132337506,27750,..,70.5516896261956,..,..
Honduras,4.788,2015,89.98171,81.3374599999999,10.2340310372699,8.36892322775206,6.33,20.84827152,59.7585907315429,22.04,4.806,..,..,21.9760874717835,7.0485681,2.09797677852104E10,3.84007997093951,8.18709258713846,96.00751,3.94567851598708,10.8,19.6,8960829,16.09893,29.14566,51.5374135797421,112490,17.3444720611594,107.26440535424,4.59159994125366,..
Hungary,4.8,2015,100,96.35485,3.2323150478323,3.47815052292401,4.46774826601162,25.46245766,46.9221659459146,9.4,13.4,16.39606,38.09751,43.4857532175547,0,1.22879042001915E11,3.36714517536103,30.6931192097916,..,9.84321828064864,2.7,5.1,9843028,10.2914,10.97863,15.559362050795,93030,23.4214061486226,171.565870171142,6.81319999694824,..
Iceland,7.561,2015,100,98.6384,9.61661555562885,8.48040536340586,7.52049738121633,24.25693461,51.5771049448334,12.5,6.6,28.62802,28.12977,30.4806195095393,0,1.69422473739704E10,4.31131780616309,26.4707423031081,..,5.67291907887098,1.1,2.3,330815,..,10.14405,77.029689205553,103000,23.4594478761772,99.0431243971996,3.97919988632202,..
India,4.565,2015,88,..,6.97520441811122,5.73350265045835,3.08,32.87842721,52.1929971683597,19.269,7.303,..,..,..,0.88808166,2.10239080899669E12,8.15442502779769,30.8408966837521,..,12.7589238117153,26.1,44.1,1309053980,31.65018,31.49146,36.0212225652817,3287259.0625,..,41.9466799113024,..,126.374776918501
Indonesia,5.399,2015,97.5373674369822,..,6.04974508720942,4.80464968775358,3.27297581692557,33.04648008,49.1508319756083,19.35,7.096,42.59993,26.99605,14.5013182937363,0.61120707,8.60854235065079E11,4.87632230022051,32.8005683326684,99.67007,4.32930888155887,13.3,27.2,258162113,..,..,36.8793481032359,1913580,10.7534877772096,41.9376402415299,4.51399993896484,143.718519715121
Iraq,4.677,2015,99.8621826171875,..,..,..,4.6,18.10470156,77.7300848443523,33.628,5.096,..,..,25.3977208054162,0.27033679,1.77498577312923E11,2.47766461711252,17.415444015444,..,-25.7000017803305,18.2,32.3,36115649,..,..,0.798830768676665,435051.9921875,1.24136945083715,76.7579150579151,..,..
Ireland,6.94,2015,100,99.95062,6.64415624096719,5.64127921412351,5.90149113875255,40.58138237,53.7635459990045,14.1,6.5,36.86934,33.29748,27.1279603070447,0,2.90617008367572E11,25.5572688460555,54.3295589488876,..,93.8659517479927,2.3,3.7,4701957,..,..,9.08139901337063,70280,18.8671519179531,216.186706609052,9.90359973907471,..
Israel,7.278,2015,100,97.55669,5.16062185286201,3.09759083502088,5.26863831764121,25.1470956,64.1575674257328,21.3,5.3,38.68047,30.62612,36.9640470510594,..,2.9909383968955E11,3.03794389899012,22.76777445571,..,0.167557415943449,2.1,3.8,8380100,..,12.08838,3.70776691254672,22070,23.3792925417637,59.5292132247128,5.25099992752075,104.826963724649
Italy,5.948,2015,100,99.0415699999999,1.15932760900384,1.256868052567,3.88231876019173,18.87202749,56.469011844923,8,10.7,24.97218,42.74304,42.3586805043112,..,1.83286849053411E12,0.951958871850962,20.2364085248033,..,2.79229115897294,2.1,3.5,60730582,11.29297,12.02716,16.5168505774397,301340,23.4169053630706,56.9220625910712,11.8959999084473,..
Jamaica,5.709,2015,97.2788848876953,..,2.75526368989985,2.40294672107171,5.50509754632326,18.7123466,48.7144859626766,16.809,6.928,36.68302,39.44272,25.7906963062061,2.25321347,1.4145469269457E10,0.904845989688582,5.05373914143925,..,1.99502053222102,11.5,16.2,2871934,16.42874,21.97603,16.7719074601531,10990,24.8193768372893,76.1051099641137,13.5113000869751,..
Japan,5.987,2015,100,98.79994,3.84612640357025,3.95639159783869,2.98520466849895,26.23573692,63.9521257887958,8,10.3,..,..,17.1492923307351,..,4.39497775287782E12,1.35382311397998,23.5867573908928,..,3.7679030625454,0.9,3,127141000,11.3877,16.17666,6.29735708059289,377971.015625,11.4092706985788,35.5964012573268,3.40000009536743,..
Jordan,5.192,2015,99.9983215332031,..,7.02939096741346,2.93957509268515,4.24609470230055,..,66.0864139482601,27.043,3.829,..,..,..,6.69056153,3.75174102816901E10,2.39169597043312,1.20019282840902,..,1.33665032138694,10.8,18.1,9159302,..,..,3.22917004202291,89320,..,98.0769067392572,13.0749998092651,..
Kazakhstan,5.855,2015,100,99.84537,3.11668204724145,1.62060661715653,2.86434927936478,26.61014557,50.4434499003536,22.66,7.48,..,65.76005,15.487142712709,0.35918143,1.84388432148715E11,1.20000000000067,34.6494597111873,..,0.20000000000033,5.6,12,17542806,7.50668,16.2004,1.55844291225827,2724901.875,9.8357115521941,53.0497288072652,4.92999982833862,..
Kenya,4.419,2015,41.6,..,7.95191890383748,5.18204042386046,4.93323344920911,15.01972029,78.3334199776205,31.782,5.841,36.33889,41.76367,22.6933351703935,18.68333768,6.40077511878874E10,5.71848942242777,7.06247508626813,..,3.59852013521065,21.8,48.7,47236259,..,30.65055,72.662752510447,580370,16.2566351374796,44.2113177762908,..,..
Kosovo,5.589,2015,100,..,..,..,..,17.95807857,..,17.1,7,..,..,..,..,6.440612176999E9,4.09445453574099,-0.878174773999139,..,4.84057166198519,..,..,1801800,..,..,20.4509089678075,10887,..,72.3237193284546,32.9300003051758,..
Kuwait,6.295,2015,100,97.59156,-24.1009636281471,-27.0580954885558,3.19,27.83232579,29.7858651970022,16.872,2.681,..,..,51.9996635077002,0,1.14567298105683E11,0.593019617221231,34.2589772374562,99.25909,-5.65453725681498,4.6,8.8,3935794,7.58836,8.86229,0,17820,1.38077874761047,98.6998633725231,2.20000004768372,115.68274227859
Latvia,5.098,2015,100,96.48701,4.08835485982164,4.94394682303955,4.34058246748342,21.98097934,52.472958104627,11.1,14.4,30.08773,31.39477,43.9102044412048,..,2.69728633936384E10,2.97170383161259,21.7239622301084,..,0.396257099337902,2.6,5,1977527,8.03226,11.13249,38.0980171666829,64490,22.766921096895,121.317923231615,9.8730001449585,..
Lebanon,4.839,2015,100,83.64924,6.62862463227316,2.10579807274347,2.1,6.91663338,47.3482507762157,15.377,4.591,..,..,22.9062989895439,1.36584849,4.99102700621559E10,0.243328887902379,0.95732967185961,..,-4.77894931700051,4.9,8.4,5851479,..,..,3.64671967049883,10450,13.4701954866225,72.398022412764,..,..
Lesotho,4.898,2015,27.9232387542725,80.14512,7.73051767349236,6.30081179503541,9.73,23.15002058,66.9234252905326,28.158,12.919,..,..,37.5618224508093,26.32559638,2.51031280476737E9,2.76665971775685,-10.375011046645,..,12.2391398816167,39.3,93.8,2174645,23.95153,33.08664,52.139206087139,30360,40.5156738800437,121.939325118765,..,..
Liberia,4.571,2015,13.8400917053223,37.68327,-0.388378985179003,-2.79882905254641,3.66,-3.292439604,83.1792665942844,34.721,8.12,..,..,..,70.92576453,3177000000,0,-66.9223103556815,..,-0.0738164388242382,26.3,80.1,4499621,18.39079,30.44637,83.84704333625,111370,..,126.017689644319,..,..
Libya,5.754,2015,98.5287628173828,..,..,..,2.1374382,..,49.0870593411428,20.186,5.201,..,..,..,..,2.78421314864054E10,-8.8620393625491,..,..,..,7,13.3,6234955,..,..,1.96655445725932,1759540,..,114.245922122484,..,..
Lithuania,5.833,2015,100,99.75232,0.545711533995203,1.49606235436104,15.52,19.04881096,49.8830308577703,10.8,14.4,16.54827,36.67061,32.6220252465028,0.28787239,4.15086092327778E10,2.03464897425218,20.1038886517359,..,3.08246390492681,2.3,5,2904910,7.88976,12.86014,28.9611792543763,65286.0009765625,16.6567185307021,152.153274530518,9.11999988555908,..
Luxembourg,6.946,2015,100,97.64964,5.2550094156083,2.80012356493597,5.56620805076301,31.92321911,43.6206987844267,10.7,7,31.59853,40.71012,38.787971066242,0.00537062,5.77844952654378E10,2.86167463560454,53.3533608788377,..,1.04832380086862,1.8,2.7,569604,9.44748,8.45773,9.03131366096732,2590,25.0158477881463,410.171637092446,6.66860008239746,..
Madagascar,3.681,2015,19.0350608825684,..,1.01458152320681,-1.6709902088857,2.08,9.67573233,80.1069430327836,33.4,6.475,..,..,..,26.67951423,9.74424353120119E9,3.11661471423099,9.59000389518504,..,..,19.4,47.8,24234088,..,41.1927,70.1744159107341,587295,..,67.5947805180729,..,..
Malawi,4.292,2015,10.8,..,3.04530220195407,0.0855185817116251,5.72023945090347,7.659402423,91.0482220018244,37.053,7.498,43.9515,27.80192,18.6729778877219,53.50090801,6.37321264084604E9,2.79999999900333,4.60862013495833,72.93561,2.93434501346772,24.1,61.7,17573607,37.89961,69.50969,83.649433704296,118480,15.2421953659732,64.9112746043301,..,..
Malaysia,5.77,2015,99.9985885620117,99.53637,6.66272458136032,4.94373549564418,4.82148996469934,28.94059539,44.5638788152099,17.09,4.865,33.197,..,18.5819944187074,0.034079,2.96636282166176E11,5.09151572079188,32.7836631958381,..,4.8063235667256,4,7.6,30723155,..,11.521,5.19444258901529,330345,14.2804612464426,133.459702221727,3.09999990463257,..
Mali,3.995,2015,37.6,60.56794,17.8547416645737,14.4471436744102,4.4,..,101.871621755149,43.219,10.667,45.132,33.00698,12.2766220643715,36.37017601,1.30994955297113E10,5.96258159051517,5.20866374706985,49.36653,..,36.8,113.7,17467905,19.19297,42.70695,61.5269847175779,1240190,14.0951092407889,63.6396414552076,7.72919988632202,..
Malta,6.302,2015,100,98.48684,..,..,7.00011336918423,31.35842842,48.765560027276,10,8,24.27479,37.54411,37.4877526535406,0.0125555,1.05546696175194E10,9.62164806447043,33.5508187881644,..,..,4.5,6.6,445053,7.79572,13.49445,5.35500474641897,320,25.6657941800308,272.398382205559,5.39109992980957,..
Mauritania,4.436,2015,39.5,..,-5.42250884992903,-8.10042561460283,2.93,20.32076678,76.4891481949105,34.574,7.96,..,..,..,8.72727732,4.84422310695469E9,1.39999999695748,19.611948561912,..,..,35.1,84.1,4182341,33.54677,35.81193,32.1595724693392,1030700,..,109.364891991233,..,..
Mauritius,5.477,2015,98.7412567138672,96.2765299999999,3.86527181015744,3.72781087091296,4.77,5.421542003,41.5514542992188,10.1,7.7,20.61997,64.1404699999999,11.6981631791711,2.71755646,1.1692287066381E10,3.55305824881754,10.3627044131029,..,0.0515959567531894,8.9,14.4,1262605,12.87505,18.82093,11.5373619624728,2040,8.99395695949919,107.636871085869,7.40959978103638,..
Mexico,7.187,2015,99,98.86538,2.78889654967966,1.42588719095038,5.12579732119482,22.49432432,51.4100081513511,18.512,4.824,32.46972,32.31004,21.6306984045454,..,1.17056461992769E12,3.28799159933094,22.1062130919055,98.94471,3.03373239161135,7.6,14.8,125890949,16.08213,26.92701,9.2152134550018,1964380,12.7966219623318,71.1663144806972,4.31269979476929,..
Moldova,5.889,2015,100,89.9499699999999,-2.67802595474625,-2.6153463742187,6.1,14.27419023,34.5265992338197,10.524,11.424,..,..,33.9186275711749,7.2797242,6.51288583043282E9,-0.400000129510545,-8.37520671657297,..,3.60000218539982,11.9,16,3554108,9.34235999999999,17.45665,14.2736887091697,33850,19.5046223753708,116.668180449161,3.69420003890991,..
Mongolia,4.874,2015,81.1916275024414,97.65535,2.38334047835183,0.561171889631652,4.17,22.54484938,48.510740409262,24.711,6.308,26.44065,33.73314,24.0446421620803,4.85160528,1.17496206195962E10,2.37983580688481,27.4168228139373,..,2.64992160080055,10,18.8,2976877,..,28.222,3.42973728977845,1564120,11.7628140758499,90.2870128781809,4.86070013046265,..
Montenegro,5.192,2015,99.9991607666016,94.84112,11.4776626530437,11.4151292744927,..,6.712144858,47.8240725340835,11.516,9.803,..,..,..,0.46205759,4.05291338582677E9,3.40000000000028,1.65581615274488,..,5.96191820751473,2.7,4.1,622159,..,..,43.004060548998,13810,..,102.688977351832,17.5438003540039,..
Morocco,5.013,2015,99.5860137939453,..,7.18042748237562,6.12601133165694,5.2,29.4155705,51.6429115448498,20.397,5.145,..,..,..,0.99046537,1.0117980807636E11,4.53637816806425,23.2029961030417,..,2.31206403639645,15.8,25.4,34803322,..,25.88159,11.3174596346938,446550,..,77.1980363378713,9.46000003814697,..
Mozambique,4.971,2015,24,89.5663,6.29068206217711,3.26138128175815,5.38,9.1283199,93.5423068830888,39.36,10.381,..,..,..,85.06368711,1.47984136284625E10,6.59398595679544,5.55190265857041,70.5251,8.99516111701242,28.1,78.6,28010691,39.68606,54.66026,86.4005089176123,799380,21.9134712787083,104.206039545833,3.42639994621277,..
Myanmar,4.307,2015,60.5,..,..,..,0.7,30.47682151,49.6911137321726,18.004,8.101,..,..,17.0248043124316,3.08750403,5.96874108965734E10,6.99284029025135,31.7702194415291,..,9.89999944681639,25.3,52.4,52403669,..,..,61.5278116473242,676590,6.00602942998839,47.3600033533835,0.765900015830994,..
Nepal,4.514,2015,87.213623046875,96.77338,4.37929983055692,3.16621201983294,3.25248952194756,45.41174023,61.371229745804,19.973,6.329,53.77015,33.31876,15.9172925260661,10.48043802,2.14108409085198E10,3.32290543937557,9.20608358008082,..,0.374494522301916,22.6,36.6,28656282,28.57148,23.09923,85.2639581903713,147180,16.7097622388009,53.0952668109502,..,..
Netherlands,7.378,2015,100,..,3.46730977272362,3.0097366472954,4.87562503376282,28.61438241,53.0826273110589,10.1,8.7,22.34611,40.90696,40.293829750811,0,7.57999453314269E11,2.260757029476,30.4788743110393,..,1.20434085968351,2.6,4,16939923,14.46276,11.62356,5.88946307882733,41540,21.4531418948083,156.296738492692,6.87200021743774,..
New Zealand,7.286,2015,100,97.73031,2.81706701947928,0.893036346529527,7.37,20.53633489,52.9473235799199,13.27,6.87,23.23655,36.97927,31.8665947936974,0,1.7762094876131E11,4.43429494402392,24.1421414661725,..,2.42008326433032,3.1,5.6,4595700,13.81545,14.49628,30.7891755544734,267710,27.4055317579212,54.3901941076701,5.36520004272461,..
Nicaragua,5.828,2015,81.1631393432617,..,9.97419003953732,8.74393997653866,4.1,26.16248968,54.1297774380849,19.925,4.773,..,..,16.1084678928857,5.10549709,1.26110870314931E10,4.76860879419793,14.3324809968498,..,1.12180386446461,7.6,18.5,6082035,..,..,48.2049091920335,130370,15.7696005087039,99.4728626022206,..,..
Niger,3.845,2015,16.6,62.6857,3.03625418502236,-0.841120237459592,5.17,18.52167779,111.615630804364,48.438,9.942,45.77702,32.16961,..,25.75727514,7.21766778059665E9,4.33707237038547,16.1356802683799,..,1.7527647577007,27.4,93.5,19896965,27.95952,36.6289,78.9398275175155,1267000,..,59.1238605074889,..,..
Nigeria,5.268,2015,52.5,..,-5.54936251136968,-8.01056145334529,0.85,17.74619696,88.1508574027226,39.372,12.766,..,..,..,9.93912205,4.94583180777234E11,2.65269329551248,14.2714627424499,..,-1.46014249063872,34.2,107.5,181181744,..,..,86.6356215634187,923770,..,21.4469296745955,4.31099987030029,..
Norway,7.522,2015,100,99.76589,-0.275370441750596,-1.29384058137117,6.49397176987868,34.15330008,52.1267606253032,11.3,7.8,23.7194,29.36497,38.1374522307701,0,3.86663139402707E11,1.97009778573734,33.1971613628229,..,-4.66714394131606,1.6,2.7,5190239,8.63887,8.86857,57.7720015985381,625217.109375,22.08936421865,69.8096542912451,4.29589986801147,..
Oman,6.853,2015,100,97.76173,11.3555982021504,5.02169688839558,4.56834739669965,26.29666999,32.426924620761,19.591,2.574,..,..,..,..,6.89050715214564E10,4.73895582329318,34.3889182456405,99.15373,4.69596805623983,5,11.2,4199810,..,..,0,309500,..,108.896353891447,..,..
Pakistan,5.194,2015,93.5,73.60606,6.15929334464143,4.00995970405482,1.8643885650318,22.22797929,65.3008678001468,28.727,7.344,31.0512,37.38993,..,3.75117254,2.70556126820064E11,4.73114747532901,9.26118122122266,..,3.88488824955533,46.3,79.5,189380513,21.12687,46.34065,46.4763249199424,796100,..,27.6546730166962,3.56590008735657,140.108114195619
Panama,6.786,2015,92.5548400878906,87.66282,1.80912077506837,0.135159617896477,2.8,31.59528729,54.8368561156916,19.846,4.995,..,..,..,1.0567168,5.40917137755634E10,5.73269026026033,38.1891955172551,..,3.44172201196469,9.5,17.2,3969249,13.32796,21.89367,21.2341523445028,75420,..,99.9366829033362,3.00180006027222,108.803301237964
Paraguay,5.878,2015,99.331532,..,-0.557704105591185,-1.85384581885505,4.88,15.44892922,56.6275454763784,21.146,5.685,..,..,16.1906427761234,0.09931556,3.61640687972511E10,3.08037400793089,23.4595618648866,98.6536,5.20857043331422,11.8,22.4,6639119,..,..,61.6769945886019,406751.9921875,9.74945478281115,65.638322694197,..,..
Peru,5.824,2015,93.852179,97.89,2.26409076513816,0.94958400006027,3.20671032143585,20.63747247,53.1880756452475,19.615,5.643,36.48986,30.77965,20.9140228666311,0.4777571,1.8992651676925E11,3.25136962848826,21.6566744157592,99.00954,-0.897146924491366,8,16.2,31376671,14.09055,17.9767,25.5039055158479,1285220,14.9101529795257,45.1339446628814,..,112.584495849697
Philippines,5.073,2015,89.08,96.22159,8.40980275348653,6.68947626478051,1.84,36.55965365,58.2305849046134,23.447,6.496,..,..,14.1060815046795,0.5472331,2.92774099013687E11,6.066548904721,15.3157885916217,..,5.66898565200194,14.1,29.1,101716359,26.22974,30.26629,27.4515444500126,300000,13.6276037797148,62.690008771982,..,..
Poland,5.791,2015,100,95.14733,5.09305810480573,5.16311661705448,4.71443026900682,20.65154987,43.8754806212978,9.7,10.4,30.84707,30.80409,34.2963461807958,0.18915752,4.76970902628578E11,3.83894754368885,23.4681586539638,..,6.95356796805058,3,4.9,37986412,9.3184,10.49058,11.9114882087605,312680,15.6189871362252,96.0094604243733,7.50099992752075,..
Portugal,5.102,2015,100,97.14657,2.17812149873258,2.6021605510377,5.06784533134471,14.93064545,53.4107046058419,8.3,10.5,28.9628,42.60779,43.7758701159115,..,1.99420256049689E11,1.82206682618138,16.4054624588691,..,2.98217182133284,2.2,3.7,10358076,9.92869999999999,13.30619,27.15729838594,92225.595703125,22.8607061131363,80.2229566172975,12.4443998336792,..
Qatar,6.611,2015,100,96.57369,-9.34893763088776,-13.2620503407744,2.57341696183173,47.58602781,17.5310577392145,10.313,1.509,..,..,..,..,1.61739835164835E11,3.65751026057268,57.4824241209513,..,4.39860576422848,4,8.1,2481539,10.68863,11.62677,0,11610,..,93.7076739370818,0.159999996423721,..
Romania,5.124,2015,100,90.80108,4.58409432344031,5.07756726265652,2.81,24.52797089,47.9649543246275,10,13.2,13.31386,41.1143,32.6346451623225,0.2724873,1.77893451831141E11,3.87150547439093,24.5067906018037,..,4.48375884347263,4.3,9.2,19815481,12.09628,18.90704,23.6977940316245,238400,18.8780526413728,82.6575055031815,6.81180000305176,..
Rwanda,3.465,2015,22.8,..,9.15894718893885,6.49138669411093,3.47232889011005,10.00626011,77.3344314360311,31.786,6.132,32.66495,42.62479,17.450413111683,44.15032275,8.27761319357631E9,8.86797737443902,2.37733105471841,..,8.37256095288961,17.5,42,11629553,19.21098,58.34317,86.6553742907747,26340,13.7000979048059,52.5482690631109,..,..
Saudi Arabia,6.411,2015,100,..,-9.75595660172266,-11.9877313414447,7.1861867,25.13306603,40.9479572242299,19.921,3.54,..,..,..,..,654269902880,4.10640887013658,29.6948288565298,..,6.59123616453621,4.5,8.4,31557144,..,10.90061,0.00597654216323794,2149690,..,72.0749960025529,5.59000015258789,107.581967213115
Senegal,3.904,2015,60.5,74.18997,6.38826144917155,3.3275075183091,6.64668958291363,..,85.3742309540805,36.208,6.071,34.16164,29.34685,18.6140718473441,11.7115073,1.77676200588554E10,6.36704365066983,13.0773600795535,..,6.10777945764802,21.8,49.8,14976994,20.37208,32.09004,42.7117516284132,196710,15.8354650186561,58.1103376742017,6.75740003585815,..
Serbia,5.123,2015,99.9827423095703,99.20623,1.62363832149097,2.12769013989855,4.27335147233988,14.89017123,49.1931807572843,9.3,14.6,45.33953,22.88597,..,0.40654292,3.71603324651645E10,0.757715153115953,9.09934289571936,..,1.86864423108713,4,6.3,7095383,8.45036,15.24293,21.1738852789742,88360,..,103.100039525479,17.9209003448486,..
Sierra Leone,4.507,2015,16.468376159668,94.9749099999999,-4.91480332179489,-6.9889200207439,2.71225309299528,-0.685813627,82.59896188673,35.611,13.028,..,..,..,52.62790464,4.2187238751379E9,-20.5987707154032,-13.3344367406002,..,0.301275232010042,35.4,122.2,7237025,20.54128,33.75042,77.660558628128,72300,..,66.8026117984293,..,..
Singapore,6.798,2015,100,..,0.168325830362548,-1.01302658352176,2.76,46.96951343,37.3419885620364,9.7,4.8,..,..,16.1301024508603,0,3.04097759674134E11,2.24105796825458,52.9325697676199,99.7848999999999,-5.12767440847097,1,2.7,5535002,..,..,0.70863529719762,719.000015258789,13.308565764497,329.047899699957,3.78999996185303,86.8175351388413
Slovenia,5.848,2015,100,98.03055,0.601226327912684,0.525612003710819,4.89346357146207,24.72725826,48.6863057898522,10,9.6,28.33658,34.38879,42.0973457814786,..,4.30724150174321E10,2.25890239760227,27.9583840811724,..,1.87945725095275,1.3,2.4,2063531,10.20569,16.90462,20.8773961432658,20675,18.4988558095503,145.39663702532,8.96230030059814,..
South Africa,4.642,2015,85.5,91.55319,3.6461428361046,2.23713014290909,5.97,16.72223,52.5006687098564,21.297,10.102,..,30.66833,35.922896524943,2.43148031,3.17536830640619E11,1.27954928151568,19.8748975879028,98.95578,-0.352785789430726,11.2,40.3,55291225,27.78203,30.3322,17.1501412476598,1219090,27.336221443981,61.6001484128351,25.1560001373291,..
Spain,6.329,2015,100,98.93297,4.33528548887602,4.41626946233242,4.05862110321424,21.48925139,51.024181450528,9,9.1,26.64219,36.80384,20.5602232596727,0,1.19778990277443E12,3.43225332792365,22.6611530762094,99.65568,7.78656408064403,1.9,3.2,46444832,11.98294,13.18623,16.254097737239,505923.984375,14.4305822788561,63.6103955748066,22.057300567627,..
Sri Lanka,4.271,2015,93.8899002075195,99.08121,6.66949695912284,5.67738821606125,1.80556984779775,26.70835152,51.2265463971065,15.6,6.814,28.30497,47.111,18.0498742864256,1.13055283,8.06040806887961E10,5.00768330402408,23.6487984849716,..,5.00551456644538,6.3,9.5,20966000,..,23.15243,52.8758920368984,65610,12.3799519124059,49.5587965929996,4.67000007629395,..
Sudan,4.55,2015,38.0091552734375,57.32383,1.57513590830388,4.04785070973843,2.18,6.303739671,81.6309535161404,33.315,7.522,..,..,..,1.9375,97156119150,4.90604517452815,20.7096502783685,..,..,30.6,67.1,38647803,..,..,61.5967474758976,..,..,19.1008041102885,..,..
Suriname,6.269,2015,87.7446746826172,93.35814,..,..,3.4447781,51.17052439,50.6508501900809,18.448,7.254,..,..,..,8.46272732,4.76741474788691E9,-3.41109775708492,..,..,1.0550996483001,11,20.9,553208,11.97658,13.33105,24.9131103610308,163820,..,..,7.21999979019165,..
Sweden,7.364,2015,100,99.63126,4.62842632169394,3.52785738958721,7.1246718444401,28.55522951,58.4655957168043,11.7,9.3,23.34384,27.10897,31.900039525127,..,4.97918109302399E11,4.52196934683704,29.1469001347664,..,-5.46842801674585,1.6,2.9,9799186,12.87345,12.09754,53.2477697984376,447430,26.9858042887144,86.2408032648707,7.43160009384155,..
